model,accuracy,accuracy_ci_low,accuracy_ci_high,macro_f1,ece_raw,ece_calibrated,temperature,cv_wall_time_seconds
baseline_tfidf_logreg,0.9318181818181818,0.8409090909090909,1.0,0.9036630036630038,0.49577903888151365,0.06940069084155086,0.1509909454419962,6.5607468000016524
embedding_centroid,0.9545454545454546,0.8863636363636364,1.0,0.9445925925925925,0.10477104339409955,0.03447590814056373,0.44314059189962696,0.07293770000251243
